Time,User full name,Affected user,Event context,Component,Event name,Description,Origin,IP address
"24/09/25, 09:31:41",User_4283bbe3,User_a9d623bd,Subject: 202503 HVEC702 User Experience Design,System,Calendar event updated,The user with id '261' updated the event 'Lab 07 - Responsive Design & Branding is due' with id '1631'.,web,123.243.46.2
"24/09/25, 09:31:41",User_4283bbe3,User_a9d623bd,Text and media area: During Class,System,Course module updated,The user with id '261' updated the 'label' activity with course module id '2863'.,web,123.243.46.2
"24/09/25, 09:31:41",User_4283bbe3,User_a9d623bd,Book: Responsive Design & Branding,System,Course module updated,The user with id '261' updated the 'book' activity with course module id '2862'.,web,123.243.46.2
"24/09/25, 09:31:41",User_4283bbe3,User_a9d623bd,Book: Designing the Interaction,System,Course module updated,The user with id '261' updated the 'book' activity with course module id '2861'.,web,123.243.46.2
"24/09/25, 09:31:41",User_4283bbe3,User_a9d623bd,Text and media area: Before Class (copy) (copy),System,Course module updated,The user with id '261' updated the 'label' activity with course module id '2860'.,web,123.243.46.2
"24/09/25, 09:31:41",User_4283bbe3,User_a9d623bd,Deleted label (id '2859'),System,Course module updated,The user with id '261' updated the 'label' activity with course module id '2859'.,web,123.243.46.2
"24/09/25, 09:31:41",User_4283bbe3,User_a9d623bd,Subject: 202503 HVEC702 User Experience Design,System,Course section updated,The user with id '261' updated section number '8' for the course with id '83',web,123.243.46.2
"24/09/25, 09:31:37",User_4283bbe3,User_a9d623bd,Quiz: UX and Server-Side (broke importing. to fix),System,Course module updated,The user with id '261' updated the 'quiz' activity with course module id '2873'.,web,123.243.46.2
"24/09/25, 09:31:37",User_4283bbe3,User_a9d623bd,File: real_estate_site.zip,System,Course module updated,The user with id '261' updated the 'resource' activity with course module id '2872'.,web,123.243.46.2
"24/09/25, 09:31:37",User_4283bbe3,User_a9d623bd,Assignment: Lab 08 - Full-stack website using Python (Flask),System,Course module updated,The user with id '261' updated the 'assign' activity with course module id '2871'.,web,123.243.46.2
"24/09/25, 09:31:37",User_4283bbe3,User_a9d623bd,Subject: 202503 HVEC702 User Experience Design,System,Grade item updated,The user with id '261' updated a grade item with id '1354' of type 'mod' and name 'Lab 08 - Full-stack website using Python (Flask)' in the course with the id '83'.,web,123.243.46.2
"24/09/25, 09:31:37",User_4283bbe3,User_a9d623bd,Subject: 202503 HVEC702 User Experience Design,System,Calendar event updated,The user with id '261' updated the event 'Lab 08 - Full-stack website using Python (Flask) is due' with id '1633'.,web,123.243.46.2
"24/09/25, 09:31:37",User_4283bbe3,User_a9d623bd,Quiz: AT1.8,System,Course module updated,The user with id '261' updated the 'quiz' activity with course module id '2870'.,web,123.243.46.2
"24/09/25, 09:31:37",User_4283bbe3,User_a9d623bd,Subject: 202503 HVEC702 User Experience Design,System,Grade item updated,The user with id '261' updated a grade item with id '1353' of type 'mod' and name 'AT1.8' in the course with the id '83'.,web,123.243.46.2
"24/09/25, 09:31:37",User_4283bbe3,User_a9d623bd,Subject: 202503 HVEC702 User Experience Design,System,Calendar event updated,The user with id '261' updated the event 'AT1.8 opens' with id '1643'.,web,123.243.46.2
"24/09/25, 09:31:37",User_4283bbe3,User_a9d623bd,Text and media area: During Class (copy),System,Course module updated,The user with id '261' updated the 'label' activity with course module id '2869'.,web,123.243.46.2
"24/09/25, 09:31:37",User_4283bbe3,User_a9d623bd,Book: Database: MySQL,System,Course module updated,The user with id '261' updated the 'book' activity with course module id '2868'.,web,123.243.46.2
"24/09/25, 09:31:37",User_4283bbe3,User_a9d623bd,Book: UX and Server-Side Interactions,System,Course module updated,The user with id '261' updated the 'book' activity with course module id '2867'.,web,123.243.46.2
"24/09/25, 09:31:37",User_4283bbe3,User_a9d623bd,Text and media area: Before Class,System,Course module updated,The user with id '261' updated the 'label' activity with course module id '2866'.,web,123.243.46.2
"24/09/25, 09:31:37",User_4283bbe3,User_a9d623bd,Subject: 202503 HVEC702 User Experience Design,System,Course section updated,The user with id '261' updated section number '9' for the course with id '83',web,123.243.46.2
"24/09/25, 09:31:08",User_4283bbe3,User_a9d623bd,Quiz: Quiz 07 - Responsive Design & Branding,System,Course module updated,The user with id '261' updated the 'quiz' activity with course module id '2865'.,web,123.243.46.2
"24/09/25, 09:31:08",User_4283bbe3,User_a9d623bd,Subject: 202503 HVEC702 User Experience Design,System,Calendar event updated,The user with id '261' updated the event 'Quiz 07 - Responsive Design & Branding closes' with id '1642'.,web,123.243.46.2
"24/09/25, 09:31:07",User_4283bbe3,User_a9d623bd,Assignment: Lab 07 - Responsive Design & Branding,System,Course module updated,The user with id '261' updated the 'assign' activity with course module id '2864'.,web,123.243.46.2
"24/09/25, 09:31:07",User_4283bbe3,User_a9d623bd,Subject: 202503 HVEC702 User Experience Design,System,Grade item updated,The user with id '261' updated a grade item with id '1351' of type 'mod' and name 'Lab 07 - Responsive Design & Branding' in the course with the id '83'.,web,123.243.46.2
"24/09/25, 09:31:07",User_4283bbe3,User_a9d623bd,Subject: 202503 HVEC702 User Experience Design,System,Calendar event updated,The user with id '261' updated the event 'Lab 07 - Responsive Design & Branding is due to be graded' with id '1632'.,web,123.243.46.2
"24/09/25, 09:31:07",User_4283bbe3,User_a9d623bd,Subject: 202503 HVEC702 User Experience Design,System,Calendar event updated,The user with id '261' updated the event 'Lab 07 - Responsive Design & Branding is due' with id '1631'.,web,123.243.46.2
"24/09/25, 09:31:07",User_4283bbe3,User_a9d623bd,Text and media area: During Class,System,Course module updated,The user with id '261' updated the 'label' activity with course module id '2863'.,web,123.243.46.2
"24/09/25, 09:31:07",User_4283bbe3,User_a9d623bd,Book: Responsive Design & Branding,System,Course module updated,The user with id '261' updated the 'book' activity with course module id '2862'.,web,123.243.46.2
"24/09/25, 09:31:07",User_4283bbe3,User_a9d623bd,Book: Designing the Interaction,System,Course module updated,The user with id '261' updated the 'book' activity with course module id '2861'.,web,123.243.46.2
"24/09/25, 09:31:07",User_4283bbe3,User_a9d623bd,Text and media area: Before Class (copy) (copy),System,Course module updated,The user with id '261' updated the 'label' activity with course module id '2860'.,web,123.243.46.2
"24/09/25, 09:31:07",User_4283bbe3,User_a9d623bd,Deleted label (id '2859'),System,Course module updated,The user with id '261' updated the 'label' activity with course module id '2859'.,web,123.243.46.2
"24/09/25, 09:31:07",User_4283bbe3,User_a9d623bd,Subject: 202503 HVEC702 User Experience Design,System,Course section updated,The user with id '261' updated section number '8' for the course with id '83',web,123.243.46.2
"24/09/25, 09:31:02",User_4283bbe3,User_a9d623bd,Subject: 202503 HVEC702 User Experience Design,System,Course viewed,The user with id '261' viewed the course with id '83'.,web,123.243.46.2
"24/09/25, 09:30:50",User_4283bbe3,User_a9d623bd,Subject: 202503 HVEC702 User Experience Design,System,Course viewed,The user with id '261' viewed the section number '8' of the course with id '83'.,web,123.243.46.2
"24/09/25, 09:30:47",User_4283bbe3,User_a9d623bd,Subject: 202503 HVEC702 User Experience Design,System,Course viewed,The user with id '261' viewed the course with id '83'.,web,123.243.46.2
"24/09/25, 09:18:15",User_f4080730,User_a9d623bd,File: Assessment 2 description,File,Course module viewed,The user with id '177' viewed the 'resource' activity with course module id '2886'.,web,123.243.46.2
"24/09/25, 09:18:14",User_f4080730,User_a9d623bd,Subject: 202503 HVEC702 User Experience Design,System,Course viewed,The user with id '177' viewed the section number '12' of the course with id '83'.,web,123.243.46.2
"24/09/25, 09:18:06",User_f4080730,User_a9d623bd,Subject: 202503 HVEC702 User Experience Design,System,Course viewed,The user with id '177' viewed the course with id '83'.,web,123.243.46.2
"24/09/25, 09:07:47",User_f4080730,User_a9d623bd,Subject: 202503 HVEC702 User Experience Design,System,Course viewed,The user with id '177' viewed the course with id '83'.,web,123.243.46.2
"24/09/25, 02:09:58",User_6021e0bb,User_a9d623bd,Subject: 202503 HVEC702 User Experience Design,System,Course viewed,The user with id '201' viewed the course with id '83'.,web,149.167.177.86
"24/09/25, 02:09:25",User_6021e0bb,User_a9d623bd,File: Unit Outline,File,Course module viewed,The user with id '201' viewed the 'resource' activity with course module id '2845'.,web,149.167.177.86
"24/09/25, 02:09:21",User_6021e0bb,User_a9d623bd,Subject: 202503 HVEC702 User Experience Design,System,Course viewed,The user with id '201' viewed the course with id '83'.,web,149.167.177.86
"24/09/25, 02:08:35",User_6021e0bb,User_a9d623bd,Subject: 202503 HVEC702 User Experience Design,System,Course viewed,The user with id '201' viewed the course with id '83'.,web,149.167.177.86
"24/09/25, 02:08:26",User_6021e0bb,User_a9d623bd,Subject: 202503 HVEC702 User Experience Design,System,Course viewed,The user with id '201' viewed the course with id '83'.,web,149.167.177.86
"24/09/25, 02:08:24",User_6021e0bb,User_a9d623bd,Subject: 202503 HVEC702 User Experience Design,System,User list viewed,The user with id '201' viewed the list of users in the course with id '83'.,web,149.167.177.86
"24/09/25, 02:08:21",User_6021e0bb,User_6021e0bb,Subject: 202503 HVEC702 User Experience Design,User report,Grade user report viewed,The user with id '201' viewed the user report in the gradebook.,web,149.167.177.86
"24/09/25, 02:07:19",User_6021e0bb,User_a9d623bd,Subject: 202503 HVEC702 User Experience Design,System,Course viewed,The user with id '201' viewed the section number '12' of the course with id '83'.,web,149.167.177.86
"24/09/25, 02:07:19",User_6021e0bb,User_a9d623bd,Subject: 202503 HVEC702 User Experience Design,System,Course viewed,The user with id '201' viewed the course with id '83'.,web,149.167.177.86
"24/09/25, 02:07:16",User_6021e0bb,User_a9d623bd,Subject: 202503 HVEC702 User Experience Design,System,Section viewed,The user with id '201' viewed the section with id '1125'.,web,149.167.177.86
"24/09/25, 02:07:10",User_6021e0bb,User_a9d623bd,Assignment: Task 2: HTML,Assignment,The status of the submission has been viewed.,The user with id '201' has viewed the submission status page for the assignment with course module id '3114'.,web,149.167.177.86
"24/09/25, 02:07:09",User_6021e0bb,User_a9d623bd,Assignment: Task 2: HTML,Assignment,Course module viewed,The user with id '201' viewed the 'assign' activity with course module id '3114'.,web,149.167.177.86
"24/09/25, 02:06:39",User_6021e0bb,User_a9d623bd,Subject: 202503 HVEC702 User Experience Design,System,Course viewed,The user with id '201' viewed the section number '12' of the course with id '83'.,web,149.167.177.86
"24/09/25, 02:06:11",User_6021e0bb,User_a9d623bd,Subject: 202503 HVEC702 User Experience Design,System,Course viewed,The user with id '201' viewed the section number '12' of the course with id '83'.,web,149.167.177.86
"24/09/25, 02:06:08",User_6021e0bb,User_a9d623bd,Subject: 202503 HVEC702 User Experience Design,System,Section viewed,The user with id '201' viewed the section with id '1125'.,web,149.167.177.86
"24/09/25, 02:05:32",User_6021e0bb,User_a9d623bd,Subject: 202503 HVEC702 User Experience Design,System,Course viewed,The user with id '201' viewed the section number '1' of the course with id '83'.,web,149.167.177.86
"24/09/25, 02:05:29",User_6021e0bb,User_a9d623bd,Subject: 202503 HVEC702 User Experience Design,System,Course viewed,The user with id '201' viewed the course with id '83'.,web,149.167.177.86
"24/09/25, 02:05:23",User_6021e0bb,User_6021e0bb,Subject: 202503 HVEC702 User Experience Design,User report,Grade user report viewed,The user with id '201' viewed the user report in the gradebook.,web,149.167.177.86
"24/09/25, 02:05:21",User_6021e0bb,User_a9d623bd,Subject: 202503 HVEC702 User Experience Design,System,User list viewed,The user with id '201' viewed the list of users in the course with id '83'.,web,149.167.177.86
"24/09/25, 02:05:12",User_6021e0bb,User_a9d623bd,Subject: 202503 HVEC702 User Experience Design,System,Course viewed,The user with id '201' viewed the course with id '83'.,web,149.167.177.86
"24/09/25, 02:01:42",User_6021e0bb,User_a9d623bd,Subject: 202503 HVEC702 User Experience Design,System,Course viewed,The user with id '201' viewed the course with id '83'.,web,149.167.177.86
"24/09/25, 02:01:37",User_6021e0bb,User_a9d623bd,Subject: 202503 HVEC702 User Experience Design,System,Section viewed,The user with id '201' viewed the section with id '1125'.,web,149.167.177.86
"24/09/25, 02:01:00",User_6021e0bb,User_a9d623bd,Subject: 202503 HVEC702 User Experience Design,System,Course viewed,The user with id '201' viewed the course with id '83'.,web,149.167.177.86
"23/09/25, 15:44:36",User_d2be2d85,User_a9d623bd,Assignment: Task 2: HTML,Assignment,The status of the submission has been viewed.,The user with id '193' has viewed the submission status page for the assignment with course module id '3114'.,web,120.18.43.30
"23/09/25, 15:44:35",User_d2be2d85,User_a9d623bd,Assignment: Task 2: HTML,Assignment,Course module viewed,The user with id '193' viewed the 'assign' activity with course module id '3114'.,web,120.18.43.30
"23/09/25, 15:44:28",User_d2be2d85,User_a9d623bd,Subject: 202503 HVEC702 User Experience Design,System,Course viewed,The user with id '193' viewed the section number '3' of the course with id '83'.,web,120.18.43.30
"23/09/25, 15:44:20",User_d2be2d85,User_a9d623bd,Subject: 202503 HVEC702 User Experience Design,System,Course viewed,The user with id '193' viewed the section number '4' of the course with id '83'.,web,120.18.43.30
"23/09/25, 15:44:16",User_d2be2d85,User_a9d623bd,Subject: 202503 HVEC702 User Experience Design,System,Course viewed,The user with id '193' viewed the section number '3' of the course with id '83'.,web,120.18.43.30
"23/09/25, 15:44:05",User_d2be2d85,User_a9d623bd,Subject: 202503 HVEC702 User Experience Design,System,Course viewed,The user with id '193' viewed the section number '2' of the course with id '83'.,web,120.18.43.30
"23/09/25, 15:44:04",User_d2be2d85,User_a9d623bd,Subject: 202503 HVEC702 User Experience Design,System,Course viewed,The user with id '193' viewed the course with id '83'.,web,120.18.43.30
"23/09/25, 15:43:45",User_d2be2d85,User_a9d623bd,Assignment: Task 1: Design,Assignment,The status of the submission has been viewed.,The user with id '193' has viewed the submission status page for the assignment with course module id '2995'.,web,120.18.43.30
"23/09/25, 15:43:45",User_d2be2d85,User_a9d623bd,Assignment: Task 1: Design,Assignment,Course module viewed,The user with id '193' viewed the 'assign' activity with course module id '2995'.,web,120.18.43.30
"23/09/25, 15:43:40",User_d2be2d85,User_a9d623bd,Subject: 202503 HVEC702 User Experience Design,System,Course viewed,The user with id '193' viewed the section number '2' of the course with id '83'.,web,120.18.43.30
"23/09/25, 15:43:39",User_d2be2d85,User_a9d623bd,Subject: 202503 HVEC702 User Experience Design,System,Course viewed,The user with id '193' viewed the section number '2' of the course with id '83'.,web,120.18.43.30
"23/09/25, 15:43:37",User_d2be2d85,User_a9d623bd,Subject: 202503 HVEC702 User Experience Design,System,Course viewed,The user with id '193' viewed the section number '3' of the course with id '83'.,web,120.18.43.30
"23/09/25, 15:43:37",User_d2be2d85,User_a9d623bd,Subject: 202503 HVEC702 User Experience Design,System,Course viewed,The user with id '193' viewed the course with id '83'.,web,120.18.43.30
"23/09/25, 15:43:33",User_d2be2d85,User_a9d623bd,Assignment: Task 2: HTML,Assignment,The status of the submission has been viewed.,The user with id '193' has viewed the submission status page for the assignment with course module id '3114'.,web,120.18.43.30
"23/09/25, 15:43:32",User_d2be2d85,User_a9d623bd,Assignment: Task 2: HTML,Assignment,Course module viewed,The user with id '193' viewed the 'assign' activity with course module id '3114'.,web,120.18.43.30
"23/09/25, 15:43:22",User_d2be2d85,User_a9d623bd,Subject: 202503 HVEC702 User Experience Design,System,Course viewed,The user with id '193' viewed the section number '3' of the course with id '83'.,web,120.18.43.30
"23/09/25, 15:43:17",User_d2be2d85,User_a9d623bd,Subject: 202503 HVEC702 User Experience Design,System,Course viewed,The user with id '193' viewed the course with id '83'.,web,120.18.43.30
"23/09/25, 15:43:16",User_d2be2d85,User_a9d623bd,Subject: 202503 HVEC702 User Experience Design,System,Course viewed,The user with id '193' viewed the course with id '83'.,web,120.18.43.30
"23/09/25, 14:19:56",User_88a0bf43,User_a9d623bd,Book: HTML & CSS: Part I,Book,Chapter viewed,The user with id '356' viewed the chapter with id '5147' for the book with course module id '3110'.,web,203.129.135.89
"23/09/25, 14:19:50",User_88a0bf43,User_a9d623bd,Book: HTML & CSS: Part I,Book,Chapter viewed,The user with id '356' viewed the chapter with id '5148' for the book with course module id '3110'.,web,203.129.135.89
"23/09/25, 14:19:32",User_88a0bf43,User_a9d623bd,Book: HTML & CSS: Part I,Book,Chapter viewed,The user with id '356' viewed the chapter with id '5147' for the book with course module id '3110'.,web,203.129.135.89
"23/09/25, 14:16:42",User_d8cf2c85,User_a9d623bd,Assignment: Task 1: Design,Assignment,The status of the submission has been viewed.,The user with id '183' has viewed the submission status page for the assignment with course module id '2995'.,web,123.243.46.2
"23/09/25, 14:16:42",User_d8cf2c85,User_a9d623bd,Assignment: Task 1: Design,Assignment,Course module viewed,The user with id '183' viewed the 'assign' activity with course module id '2995'.,web,123.243.46.2
"23/09/25, 14:16:42",User_d8cf2c85,User_a9d623bd,Assignment: Task 1: Design,Assignment,Course module viewed,The user with id '183' viewed the 'assign' activity with course module id '2995'.,web,123.243.46.2
"23/09/25, 14:16:35",User_d8cf2c85,User_d8cf2c85,Assignment: Task 1: Design,Assignment,Submission form viewed.,The user with id '183' viewed their submission for the assignment with course module id '2995'.,web,123.243.46.2
"23/09/25, 14:16:35",User_d8cf2c85,User_a9d623bd,Assignment: Task 1: Design,Assignment,Course module viewed,The user with id '183' viewed the 'assign' activity with course module id '2995'.,web,123.243.46.2
"23/09/25, 14:16:31",User_d8cf2c85,User_a9d623bd,Assignment: Task 1: Design,Assignment,The status of the submission has been viewed.,The user with id '183' has viewed the submission status page for the assignment with course module id '2995'.,web,123.243.46.2
"23/09/25, 14:16:30",User_d8cf2c85,User_a9d623bd,Assignment: Task 1: Design,Assignment,Course module viewed,The user with id '183' viewed the 'assign' activity with course module id '2995'.,web,123.243.46.2
"23/09/25, 14:16:22",User_d8cf2c85,User_a9d623bd,Subject: 202503 HVEC702 User Experience Design,System,Course viewed,The user with id '183' viewed the course with id '83'.,web,123.243.46.2
"23/09/25, 14:08:45",User_88a0bf43,User_a9d623bd,Book: HTML & CSS: Part I,Book,Chapter viewed,The user with id '356' viewed the chapter with id '5146' for the book with course module id '3110'.,web,203.129.135.89
"23/09/25, 14:07:04",User_88a0bf43,User_a9d623bd,Book: HTML & CSS: Part I,Book,Chapter viewed,The user with id '356' viewed the chapter with id '5145' for the book with course module id '3110'.,web,203.129.135.89
"23/09/25, 13:57:58",User_88a0bf43,User_a9d623bd,Book: HTML & CSS: Part I,Book,Chapter viewed,The user with id '356' viewed the chapter with id '5144' for the book with course module id '3110'.,web,203.129.135.89
"23/09/25, 13:55:24",User_88a0bf43,User_a9d623bd,Book: HTML & CSS: Part I,Book,Chapter viewed,The user with id '356' viewed the chapter with id '5143' for the book with course module id '3110'.,web,203.129.135.89
"23/09/25, 13:51:48",User_88a0bf43,User_a9d623bd,Book: HTML & CSS: Part I,Book,Chapter viewed,The user with id '356' viewed the chapter with id '5142' for the book with course module id '3110'.,web,203.129.135.89
"23/09/25, 13:51:48",User_88a0bf43,User_a9d623bd,Book: HTML & CSS: Part I,Book,Course module viewed,The user with id '356' viewed the 'book' activity with course module id '3110'.,web,203.129.135.89
"23/09/25, 13:51:46",User_88a0bf43,User_a9d623bd,Subject: 202503 HVEC702 User Experience Design,System,Course viewed,The user with id '356' viewed the section number '3' of the course with id '83'.,web,203.129.135.89
"23/09/25, 13:51:43",User_88a0bf43,User_a9d623bd,Subject: 202503 HVEC702 User Experience Design,System,Section viewed,The user with id '356' viewed the section with id '1125'.,web,203.129.135.89
"23/09/25, 13:51:23",User_88a0bf43,User_a9d623bd,Book: HTML and UX,Book,Chapter viewed,The user with id '356' viewed the chapter with id '5149' for the book with course module id '3116'.,web,203.129.135.89
"23/09/25, 13:51:23",User_88a0bf43,User_a9d623bd,Book: HTML and UX,Book,Course module viewed,The user with id '356' viewed the 'book' activity with course module id '3116'.,web,203.129.135.89
"23/09/25, 13:51:18",User_88a0bf43,User_a9d623bd,Subject: 202503 HVEC702 User Experience Design,System,Course viewed,The user with id '356' viewed the section number '3' of the course with id '83'.,web,203.129.135.89
"23/09/25, 13:51:12",User_88a0bf43,User_a9d623bd,Subject: 202503 HVEC702 User Experience Design,System,Course viewed,The user with id '356' viewed the course with id '83'.,web,203.129.135.89
"23/09/25, 13:40:00",User_fae03e7f,User_a9d623bd,Assignment: Task 3: CSS,Assignment,The status of the submission has been viewed.,The user with id '216' has viewed the submission status page for the assignment with course module id '3182'.,web,123.243.46.2
"23/09/25, 13:40:00",User_fae03e7f,User_a9d623bd,Assignment: Task 3: CSS,Assignment,Course module viewed,The user with id '216' viewed the 'assign' activity with course module id '3182'.,web,123.243.46.2
"23/09/25, 13:39:54",User_fae03e7f,User_a9d623bd,Assignment: Task 2: HTML,Assignment,The status of the submission has been viewed.,The user with id '216' has viewed the submission status page for the assignment with course module id '3114'.,web,123.243.46.2
"23/09/25, 13:39:53",User_fae03e7f,User_a9d623bd,Assignment: Task 2: HTML,Assignment,Course module viewed,The user with id '216' viewed the 'assign' activity with course module id '3114'.,web,123.243.46.2
"23/09/25, 13:39:48",User_fae03e7f,User_a9d623bd,Subject: 202503 HVEC702 User Experience Design,System,Course viewed,The user with id '216' viewed the course with id '83'.,web,123.243.46.2
"23/09/25, 13:22:25",User_cb5599dc,User_a9d623bd,Subject: 202503 HVEC702 User Experience Design,System,Course viewed,The user with id '166' viewed the course with id '83'.,web,123.243.46.2
"23/09/25, 13:22:00",User_cb5599dc,User_a9d623bd,Assignment: Task 1: Design,Assignment,The status of the submission has been viewed.,The user with id '166' has viewed the submission status page for the assignment with course module id '2995'.,web,123.243.46.2
"23/09/25, 13:22:00",User_cb5599dc,User_a9d623bd,Assignment: Task 1: Design,Assignment,Course module viewed,The user with id '166' viewed the 'assign' activity with course module id '2995'.,web,123.243.46.2
"23/09/25, 13:21:43",User_cb5599dc,User_a9d623bd,Assignment: Task 2: HTML,Assignment,The status of the submission has been viewed.,The user with id '166' has viewed the submission status page for the assignment with course module id '3114'.,web,123.243.46.2
"23/09/25, 13:21:43",User_cb5599dc,User_a9d623bd,Assignment: Task 2: HTML,Assignment,Course module viewed,The user with id '166' viewed the 'assign' activity with course module id '3114'.,web,123.243.46.2
"23/09/25, 13:21:43",User_cb5599dc,User_a9d623bd,Assignment: Task 2: HTML,Assignment,The status of the submission has been viewed.,The user with id '166' has viewed the submission status page for the assignment with course module id '3114'.,web,123.243.46.2
"23/09/25, 13:21:42",User_cb5599dc,User_a9d623bd,Assignment: Task 2: HTML,Assignment,Course module viewed,The user with id '166' viewed the 'assign' activity with course module id '3114'.,web,123.243.46.2
"23/09/25, 13:21:38",User_cb5599dc,User_a9d623bd,Subject: 202503 HVEC702 User Experience Design,System,Course viewed,The user with id '166' viewed the course with id '83'.,web,123.243.46.2
"23/09/25, 12:53:57",User_4283bbe3,User_a9d623bd,Subject: 202503 HVEC702 User Experience Design,System,Course viewed,The user with id '261' viewed the course with id '83'.,web,123.243.46.2
"23/09/25, 12:53:44",User_4283bbe3,User_a9d623bd,Subject: 202503 HVEC702 User Experience Design,System,Course viewed,The user with id '261' viewed the course with id '83'.,web,123.243.46.2
"23/09/25, 09:45:43",User_28a5839c,User_a9d623bd,Subject: 202503 HVEC702 User Experience Design,System,Course viewed,The user with id '204' viewed the course with id '83'.,web,123.243.46.2
"23/09/25, 09:45:09",User_28a5839c,User_28a5839c,Subject: 202503 HVEC702 User Experience Design,System,Course user report viewed,The user with id '204' viewed the user report for the course with id '83' for user with id '204'.,web,123.243.46.2
"23/09/25, 09:44:18",User_28a5839c,User_28a5839c,Subject: 202503 HVEC702 User Experience Design,System,User profile viewed,The user with id '204' viewed the profile for the user with id '204' in the course with id '83'.,web,123.243.46.2
"23/09/25, 09:29:02",User_bc909ddc,User_a9d623bd,Subject: 202503 HVEC702 User Experience Design,System,Course viewed,The user with id '124' viewed the section number '2' of the course with id '83'.,web,123.243.46.2
"23/09/25, 09:29:02",User_bc909ddc,User_a9d623bd,Subject: 202503 HVEC702 User Experience Design,System,Course viewed,The user with id '124' viewed the course with id '83'.,web,123.243.46.2
"23/09/25, 09:28:44",User_bc909ddc,User_a9d623bd,Assignment: Task 1: Design,Assignment,The status of the submission has been viewed.,The user with id '124' has viewed the submission status page for the assignment with course module id '2995'.,web,123.243.46.2
"23/09/25, 09:28:43",User_bc909ddc,User_a9d623bd,Assignment: Task 1: Design,Assignment,Course module viewed,The user with id '124' viewed the 'assign' activity with course module id '2995'.,web,123.243.46.2
"23/09/25, 09:28:39",User_bc909ddc,User_a9d623bd,Subject: 202503 HVEC702 User Experience Design,System,Course viewed,The user with id '124' viewed the section number '2' of the course with id '83'.,web,123.243.46.2
"23/09/25, 09:28:37",User_bc909ddc,User_a9d623bd,Subject: 202503 HVEC702 User Experience Design,System,Course viewed,The user with id '124' viewed the section number '3' of the course with id '83'.,web,123.243.46.2
"23/09/25, 09:28:37",User_bc909ddc,User_a9d623bd,Subject: 202503 HVEC702 User Experience Design,System,Course viewed,The user with id '124' viewed the course with id '83'.,web,123.243.46.2
"23/09/25, 09:28:22",User_bc909ddc,User_a9d623bd,Assignment: Task 2: HTML,Assignment,The status of the submission has been viewed.,The user with id '124' has viewed the submission status page for the assignment with course module id '3114'.,web,123.243.46.2
"23/09/25, 09:28:22",User_bc909ddc,User_a9d623bd,Assignment: Task 2: HTML,Assignment,Course module viewed,The user with id '124' viewed the 'assign' activity with course module id '3114'.,web,123.243.46.2
"23/09/25, 09:28:22",User_bc909ddc,User_a9d623bd,Assignment: Task 2: HTML,Assignment,The status of the submission has been viewed.,The user with id '124' has viewed the submission status page for the assignment with course module id '3114'.,web,123.243.46.2
"23/09/25, 09:28:16",User_bc909ddc,User_a9d623bd,Assignment: Task 2: HTML,Assignment,Course module viewed,The user with id '124' viewed the 'assign' activity with course module id '3114'.,web,123.243.46.2
"23/09/25, 09:28:08",User_bc909ddc,User_a9d623bd,Subject: 202503 HVEC702 User Experience Design,System,Course viewed,The user with id '124' viewed the section number '3' of the course with id '83'.,web,123.243.46.2
"23/09/25, 09:28:07",User_bc909ddc,User_a9d623bd,Subject: 202503 HVEC702 User Experience Design,System,Course viewed,The user with id '124' viewed the course with id '83'.,web,123.243.46.2
"23/09/25, 09:28:00",User_bc909ddc,User_a9d623bd,Quiz: AT1.Quiz2,Quiz,Course module viewed,The user with id '124' viewed the 'quiz' activity with course module id '2850'.,web,123.243.46.2
"23/09/25, 09:27:55",User_bc909ddc,User_a9d623bd,Subject: 202503 HVEC702 User Experience Design,System,Course viewed,The user with id '124' viewed the section number '3' of the course with id '83'.,web,123.243.46.2
"23/09/25, 09:27:52",User_bc909ddc,User_a9d623bd,Subject: 202503 HVEC702 User Experience Design,System,Course viewed,The user with id '124' viewed the section number '4' of the course with id '83'.,web,123.243.46.2
"23/09/25, 09:27:46",User_bc909ddc,User_a9d623bd,Subject: 202503 HVEC702 User Experience Design,System,Course viewed,The user with id '124' viewed the course with id '83'.,web,123.243.46.2
"22/09/25, 17:31:24",User_3406e1fb,User_a9d623bd,File: Assessment 2 description,File,Course module viewed,The user with id '240' viewed the 'resource' activity with course module id '2886'.,web,110.141.217.119
"22/09/25, 17:31:23",User_3406e1fb,User_a9d623bd,Subject: 202503 HVEC702 User Experience Design,System,Course viewed,The user with id '240' viewed the section number '12' of the course with id '83'.,web,110.141.217.119
"22/09/25, 17:31:20",User_3406e1fb,User_a9d623bd,Subject: 202503 HVEC702 User Experience Design,System,Course viewed,The user with id '240' viewed the section number '12' of the course with id '83'.,web,110.141.217.119
"22/09/25, 17:31:17",User_3406e1fb,User_a9d623bd,Subject: 202503 HVEC702 User Experience Design,System,Course viewed,The user with id '240' viewed the course with id '83'.,web,110.141.217.119
"22/09/25, 16:14:41",User_260b4f71,User_a9d623bd,Assignment: Assessment 2 Submission,Assignment,The status of the submission has been viewed.,The user with id '192' has viewed the submission status page for the assignment with course module id '2887'.,web,103.108.169.185
"22/09/25, 16:14:41",User_260b4f71,User_a9d623bd,Assignment: Assessment 2 Submission,Assignment,Course module viewed,The user with id '192' viewed the 'assign' activity with course module id '2887'.,web,103.108.169.185
